sid,tid,score
UAV-1046,UAV-861,0.0
UAV-1046,UAV-1017,0.0
UAV-1046,UAV-1018,0.17703236363207944
UAV-1046,UAV-1012,0.0
UAV-1046,UAV-1031,0.0
UAV-1046,UAV-1015,0.10016760296626631
UAV-1046,UAV-1016,0.0
UAV-1046,UAV-1013,0.0
UAV-1046,UAV-1014,0.0
UAV-1046,UAV-998,0.0
UAV-1046,UAV-931,0.054580516323299695
UAV-1046,UAV-999,0.0
UAV-1046,UAV-911,0.0
UAV-1046,UAV-895,0.0
UAV-1046,UAV-930,0.0
UAV-649,UAV-1008,0.0
UAV-649,UAV-1009,0.0
UAV-649,UAV-1006,0.06585560037571032
UAV-649,UAV-860,0.0
UAV-649,UAV-1007,0.0
UAV-649,UAV-1406,0.08003730213974043
UAV-649,UAV-1143,0.4544735227154785
UAV-649,UAV-1022,0.0
UAV-649,UAV-1364,0.0
UAV-649,UAV-1144,0.05147249166461366
UAV-649,UAV-1142,0.07446968626074928
UAV-649,UAV-1021,0.0
UAV-649,UAV-1367,0.07430984336744177
UAV-649,UAV-1027,0.0
UAV-649,UAV-1005,0.0
UAV-649,UAV-1420,0.0
UAV-649,UAV-1365,0.05030437056254811
UAV-649,UAV-1101,0.0
UAV-649,UAV-1002,0.0
UAV-649,UAV-1366,0.16461924201574624
UAV-649,UAV-1003,0.0
UAV-649,UAV-906,0.06793748530852615
UAV-649,UAV-947,0.0
UAV-649,UAV-1195,0.07242593120079432
UAV-649,UAV-905,0.09116540450208366
UAV-649,UAV-948,0.0
UAV-649,UAV-945,0.03801533872366737
UAV-649,UAV-861,0.06729268160334208
UAV-649,UAV-1017,0.06605462539365456
UAV-649,UAV-1018,0.09017741590188737
UAV-649,UAV-1012,0.08016560680198886
UAV-649,UAV-1031,0.10447234337190857
UAV-649,UAV-1015,0.06663881229996
UAV-649,UAV-1016,0.2791016439682573
UAV-649,UAV-1013,0.0
UAV-649,UAV-1014,0.0
UAV-649,UAV-998,0.0
UAV-649,UAV-931,0.10305626001491881
UAV-649,UAV-999,0.0
UAV-649,UAV-911,0.0
UAV-649,UAV-895,0.09490973230855755
UAV-649,UAV-930,0.04539109826449551
UAV-646,UAV-1008,0.0
UAV-646,UAV-1009,0.0
UAV-646,UAV-1006,0.0
UAV-646,UAV-860,0.0
UAV-646,UAV-1007,0.0
UAV-646,UAV-1406,0.0
UAV-646,UAV-1143,0.0
UAV-646,UAV-1022,0.0
UAV-646,UAV-1364,0.0
UAV-646,UAV-1144,0.0
UAV-646,UAV-1142,0.0
UAV-646,UAV-1021,0.0
UAV-646,UAV-1367,0.0
UAV-646,UAV-1027,0.0
UAV-646,UAV-1005,0.0
UAV-646,UAV-1420,0.0
UAV-646,UAV-1365,0.0
UAV-646,UAV-1101,0.0
UAV-646,UAV-1002,0.0
UAV-646,UAV-1366,0.0
UAV-646,UAV-1003,0.0
UAV-646,UAV-906,0.0
UAV-646,UAV-947,0.0
UAV-646,UAV-1195,0.0
UAV-646,UAV-905,0.0
UAV-646,UAV-948,0.0
UAV-646,UAV-945,0.0
UAV-646,UAV-861,0.0
UAV-646,UAV-1017,0.0
UAV-646,UAV-1018,0.0
UAV-646,UAV-1012,0.0
UAV-646,UAV-1031,0.0
UAV-646,UAV-1015,0.0
UAV-646,UAV-1016,0.0
UAV-646,UAV-1013,0.0
UAV-646,UAV-1014,0.0
UAV-646,UAV-998,0.0
UAV-646,UAV-931,0.0
UAV-646,UAV-999,0.0
UAV-646,UAV-911,0.0
UAV-646,UAV-895,0.0
UAV-646,UAV-930,0.0
UAV-525,UAV-1008,0.0
UAV-525,UAV-1009,0.0
UAV-525,UAV-1006,0.30003269718145487
UAV-525,UAV-860,0.0
UAV-525,UAV-1007,0.0
UAV-525,UAV-1406,0.0
UAV-525,UAV-1143,0.0
UAV-525,UAV-1022,0.0
UAV-525,UAV-1364,0.0
UAV-525,UAV-1144,0.0
UAV-525,UAV-1142,0.0
UAV-525,UAV-1021,0.0
UAV-525,UAV-1367,0.0
UAV-525,UAV-1027,0.0
UAV-525,UAV-1005,0.0
UAV-525,UAV-1420,0.0
UAV-525,UAV-1365,0.0
UAV-525,UAV-1101,0.0
UAV-525,UAV-1002,0.0
UAV-525,UAV-1366,0.0
UAV-525,UAV-1003,0.0
UAV-525,UAV-906,0.0
UAV-525,UAV-947,0.0
UAV-525,UAV-1195,0.0
UAV-525,UAV-905,0.0
UAV-525,UAV-948,0.0
UAV-525,UAV-945,0.0
UAV-525,UAV-861,0.0
UAV-525,UAV-1017,0.0
UAV-525,UAV-1018,0.0
UAV-525,UAV-1012,0.0
UAV-525,UAV-1031,0.0
UAV-525,UAV-1015,0.0
UAV-525,UAV-1016,0.0
UAV-525,UAV-1013,0.0
UAV-525,UAV-1014,0.0
UAV-525,UAV-998,0.0
UAV-525,UAV-931,0.0
UAV-525,UAV-999,0.0
UAV-525,UAV-911,0.4860390687588316
UAV-525,UAV-895,0.0
UAV-525,UAV-930,0.20679810923640296
UAV-766,UAV-1008,0.0
UAV-766,UAV-1009,0.0
UAV-766,UAV-1006,0.0
UAV-766,UAV-860,0.0
UAV-766,UAV-1007,0.0
UAV-766,UAV-1406,0.0
UAV-766,UAV-1143,0.0
UAV-766,UAV-1022,0.0
UAV-766,UAV-1364,0.0
UAV-766,UAV-1144,0.0
UAV-766,UAV-1142,0.0
UAV-766,UAV-1021,0.0
UAV-766,UAV-1367,0.0
UAV-766,UAV-1027,0.0
UAV-766,UAV-1005,0.0
UAV-766,UAV-1420,0.0
UAV-766,UAV-1365,0.0
UAV-766,UAV-1101,0.0
UAV-766,UAV-1002,0.0
UAV-766,UAV-1366,0.0
UAV-766,UAV-1003,0.0
UAV-766,UAV-906,0.0
UAV-766,UAV-947,0.0
UAV-766,UAV-1195,0.0
UAV-766,UAV-905,0.0
UAV-766,UAV-948,0.0
UAV-766,UAV-945,0.0
UAV-766,UAV-861,0.0
UAV-766,UAV-1017,0.0
UAV-766,UAV-1018,0.0
UAV-766,UAV-1012,0.0
UAV-766,UAV-1031,0.0
UAV-766,UAV-1015,0.0
UAV-766,UAV-1016,0.0
UAV-766,UAV-1013,0.0
UAV-766,UAV-1014,0.0
UAV-766,UAV-998,0.0
UAV-766,UAV-931,0.0
UAV-766,UAV-999,0.0
UAV-766,UAV-911,0.0
UAV-766,UAV-895,0.0
UAV-766,UAV-930,0.0
UAV-642,UAV-1008,0.0
UAV-642,UAV-1009,0.0
UAV-642,UAV-1006,0.0
UAV-642,UAV-860,0.0
UAV-642,UAV-1007,0.0
UAV-642,UAV-1406,0.0
UAV-642,UAV-1143,0.0
UAV-642,UAV-1022,0.0
UAV-642,UAV-1364,0.0
UAV-642,UAV-1144,0.0
UAV-642,UAV-1142,0.0
UAV-642,UAV-1021,0.0
UAV-642,UAV-1367,0.0
UAV-642,UAV-1027,0.0
UAV-642,UAV-1005,0.0
UAV-642,UAV-1420,0.0
UAV-642,UAV-1365,0.0
UAV-642,UAV-1101,0.0
UAV-642,UAV-1002,0.0
UAV-642,UAV-1366,0.0
UAV-642,UAV-1003,0.0
UAV-642,UAV-906,0.0
UAV-642,UAV-947,0.0
UAV-642,UAV-1195,0.0
UAV-642,UAV-905,0.0
UAV-642,UAV-948,0.0
UAV-642,UAV-945,0.0
UAV-642,UAV-861,0.0
UAV-642,UAV-1017,0.0
UAV-642,UAV-1018,0.0
UAV-642,UAV-1012,0.0
UAV-642,UAV-1031,0.0
UAV-642,UAV-1015,0.0
UAV-642,UAV-1016,0.0
UAV-642,UAV-1013,0.0
UAV-642,UAV-1014,0.0
UAV-642,UAV-998,0.0
UAV-642,UAV-931,0.0
UAV-642,UAV-999,0.0
UAV-642,UAV-911,0.0
UAV-642,UAV-895,0.0
UAV-642,UAV-930,0.0
UAV-521,UAV-1008,0.28336086633175533
UAV-521,UAV-1009,0.33096386499190183
UAV-521,UAV-1006,0.0
UAV-521,UAV-860,0.29886760649571786
UAV-521,UAV-1007,0.0
UAV-521,UAV-1406,0.0
UAV-521,UAV-1143,0.0
UAV-521,UAV-1022,0.0
UAV-521,UAV-1364,0.0
UAV-521,UAV-1144,0.0
UAV-521,UAV-1142,0.0
UAV-521,UAV-1021,0.0
UAV-521,UAV-1367,0.0
UAV-521,UAV-1027,0.0
UAV-521,UAV-1005,0.0
UAV-521,UAV-1420,0.0
UAV-521,UAV-1365,0.0
UAV-521,UAV-1101,0.0
UAV-521,UAV-1002,0.0
UAV-521,UAV-1366,0.0
UAV-521,UAV-1003,0.0
UAV-521,UAV-906,0.0
UAV-521,UAV-947,0.4386201043935259
UAV-521,UAV-1195,0.1310985816724817
UAV-521,UAV-905,0.0
UAV-521,UAV-948,0.0
UAV-521,UAV-945,0.0
UAV-521,UAV-861,0.0
UAV-521,UAV-1017,0.0
UAV-521,UAV-1018,0.0
UAV-521,UAV-1012,0.2902164232177475
UAV-521,UAV-1031,0.0
UAV-521,UAV-1015,0.0
UAV-521,UAV-1016,0.0
UAV-521,UAV-1013,0.39926995384244846
UAV-521,UAV-1014,0.0
UAV-521,UAV-998,0.0
UAV-521,UAV-931,0.0
UAV-521,UAV-999,0.0
UAV-521,UAV-911,0.0
UAV-521,UAV-895,0.0
UAV-521,UAV-930,0.0
UAV-523,UAV-1008,0.28336086633175533
UAV-523,UAV-1009,0.33096386499190183
UAV-523,UAV-1006,0.0
UAV-523,UAV-860,0.29886760649571786
UAV-523,UAV-1007,0.0
UAV-523,UAV-1406,0.0
UAV-523,UAV-1143,0.0
UAV-523,UAV-1022,0.0
UAV-523,UAV-1364,0.0
UAV-523,UAV-1144,0.0
UAV-523,UAV-1142,0.0
UAV-523,UAV-1021,0.0
UAV-523,UAV-1367,0.0
UAV-523,UAV-1027,0.0
UAV-523,UAV-1005,0.0
UAV-523,UAV-1420,0.0
UAV-523,UAV-1365,0.0
UAV-523,UAV-1101,0.0
UAV-523,UAV-1002,0.0
UAV-523,UAV-1366,0.0
UAV-523,UAV-1003,0.0
UAV-523,UAV-906,0.0
UAV-523,UAV-947,0.4386201043935259
UAV-523,UAV-1195,0.1310985816724817
UAV-523,UAV-905,0.0
UAV-523,UAV-948,0.0
UAV-523,UAV-945,0.0
UAV-523,UAV-861,0.0
UAV-523,UAV-1017,0.0
UAV-523,UAV-1018,0.0
UAV-523,UAV-1012,0.2902164232177475
UAV-523,UAV-1031,0.0
UAV-523,UAV-1015,0.0
UAV-523,UAV-1016,0.0
UAV-523,UAV-1013,0.39926995384244846
UAV-523,UAV-1014,0.0
UAV-523,UAV-998,0.0
UAV-523,UAV-931,0.0
UAV-523,UAV-999,0.0
UAV-523,UAV-911,0.0
UAV-523,UAV-895,0.0
UAV-523,UAV-930,0.0
UAV-643,UAV-1008,0.0
UAV-643,UAV-1009,0.0
UAV-643,UAV-1006,0.0
UAV-643,UAV-860,0.0
UAV-643,UAV-1007,0.0
UAV-643,UAV-1406,0.0
UAV-643,UAV-1143,0.0
UAV-643,UAV-1022,0.0
UAV-643,UAV-1364,0.0
UAV-643,UAV-1144,0.0
UAV-643,UAV-1142,0.0
UAV-643,UAV-1021,0.0
UAV-643,UAV-1367,0.0
UAV-643,UAV-1027,0.0
UAV-643,UAV-1005,0.0
UAV-643,UAV-1420,0.0
UAV-643,UAV-1365,0.0
UAV-643,UAV-1101,0.0
UAV-643,UAV-1002,0.0
UAV-643,UAV-1366,0.0
UAV-643,UAV-1003,0.0
UAV-643,UAV-906,0.0
UAV-643,UAV-947,0.0
UAV-643,UAV-1195,0.0
UAV-643,UAV-905,0.0
UAV-643,UAV-948,0.0
UAV-643,UAV-945,0.0
UAV-643,UAV-861,0.0
UAV-643,UAV-1017,0.0
UAV-643,UAV-1018,0.0
UAV-643,UAV-1012,0.0
UAV-643,UAV-1031,0.0
UAV-643,UAV-1015,0.0
UAV-643,UAV-1016,0.0
UAV-643,UAV-1013,0.0
UAV-643,UAV-1014,0.0
UAV-643,UAV-998,0.0
UAV-643,UAV-931,0.0
UAV-643,UAV-999,0.0
UAV-643,UAV-911,0.0
UAV-643,UAV-895,0.0
UAV-643,UAV-930,0.0
UAV-1054,UAV-1008,0.12677305895264174
UAV-1054,UAV-1009,0.0
UAV-1054,UAV-1006,0.02612193558496667
UAV-1054,UAV-860,0.0
UAV-1054,UAV-1007,0.0
UAV-1054,UAV-1406,0.1813872410141224
UAV-1054,UAV-1143,0.0354631933754962
UAV-1054,UAV-1022,0.0
UAV-1054,UAV-1364,0.0
UAV-1054,UAV-1144,0.02041680743915425
UAV-1054,UAV-1142,0.029538753521916976
UAV-1054,UAV-1021,0.0
UAV-1054,UAV-1367,0.14983124006067033
UAV-1054,UAV-1027,0.0944517499821057
UAV-1054,UAV-1005,0.0
UAV-1054,UAV-1420,0.0
UAV-1054,UAV-1365,0.01995346667527822
UAV-1054,UAV-1101,0.0
UAV-1054,UAV-1002,0.0
UAV-1054,UAV-1366,0.1339394744642054
UAV-1054,UAV-1003,0.0
UAV-1054,UAV-906,0.026947725097173233
UAV-1054,UAV-947,0.0
UAV-1054,UAV-1195,0.09643290139232658
UAV-1054,UAV-905,0.03616118918352772
UAV-1054,UAV-948,0.0
UAV-1054,UAV-945,0.35453407874602094
UAV-1054,UAV-861,0.02669196065564247
UAV-1054,UAV-1017,0.02620087980032385
UAV-1054,UAV-1018,0.035769298829089045
UAV-1054,UAV-1012,0.03179806736351134
UAV-1054,UAV-1031,0.041439449468265215
UAV-1054,UAV-1015,0.15102246058273885
UAV-1054,UAV-1016,0.12779371252567368
UAV-1054,UAV-1013,0.0
UAV-1054,UAV-1014,0.0
UAV-1054,UAV-998,0.1543869386122054
UAV-1054,UAV-931,0.1372162427891799
UAV-1054,UAV-999,0.0
UAV-1054,UAV-911,0.0
UAV-1054,UAV-895,0.03764639452994782
UAV-1054,UAV-930,0.09152225643991743
UAV-1299,UAV-1008,0.0
UAV-1299,UAV-1009,0.0
UAV-1299,UAV-1006,0.0
UAV-1299,UAV-860,0.0
UAV-1299,UAV-1007,0.0
UAV-1299,UAV-1406,0.36003535045420776
UAV-1299,UAV-1143,0.14494305141008118
UAV-1299,UAV-1022,0.09269318469919965
UAV-1299,UAV-1364,0.0
UAV-1299,UAV-1144,0.08183773087007905
UAV-1299,UAV-1142,0.17541293564597732
UAV-1299,UAV-1021,0.0
UAV-1299,UAV-1367,0.0
UAV-1299,UAV-1027,0.0
UAV-1299,UAV-1005,0.0
UAV-1299,UAV-1420,0.0
UAV-1299,UAV-1365,0.1184916676740524
UAV-1299,UAV-1101,0.11136695751487824
UAV-1299,UAV-1002,0.0
UAV-1299,UAV-1366,0.31906212176841925
UAV-1299,UAV-1003,0.0
UAV-1299,UAV-906,0.21603188261785286
UAV-1299,UAV-947,0.0
UAV-1299,UAV-1195,0.09146060521816825
UAV-1299,UAV-905,0.0
UAV-1299,UAV-948,0.0
UAV-1299,UAV-945,0.09601273548284465
UAV-1299,UAV-861,0.0
UAV-1299,UAV-1017,0.0
UAV-1299,UAV-1018,0.07168795267600574
UAV-1299,UAV-1012,0.0
UAV-1299,UAV-1031,0.0
UAV-1299,UAV-1015,0.06235394056073438
UAV-1299,UAV-1016,0.17476924216612666
UAV-1299,UAV-1013,0.0
UAV-1299,UAV-1014,0.0
UAV-1299,UAV-998,0.07726659273766462
UAV-1299,UAV-931,0.13014106627574867
UAV-1299,UAV-999,0.0
UAV-1299,UAV-911,0.0
UAV-1299,UAV-895,0.0
UAV-1299,UAV-930,0.0
UAV-1062,UAV-1008,0.0
UAV-1062,UAV-1009,0.0
UAV-1062,UAV-1006,0.161511989834968
UAV-1062,UAV-860,0.4049365649165418
UAV-1062,UAV-1007,0.14019561914697312
UAV-1062,UAV-1406,0.0
UAV-1062,UAV-1143,0.0
UAV-1062,UAV-1022,0.0
UAV-1062,UAV-1364,0.0
UAV-1062,UAV-1144,0.0
UAV-1062,UAV-1142,0.0
UAV-1062,UAV-1021,0.31733981041690096
UAV-1062,UAV-1367,0.0
UAV-1062,UAV-1027,0.09843536863540159
UAV-1062,UAV-1005,0.0
UAV-1062,UAV-1420,0.0
UAV-1062,UAV-1365,0.12337233189888902
UAV-1062,UAV-1101,0.17178689195167507
UAV-1062,UAV-1002,0.2569091437302259
UAV-1062,UAV-1366,0.0
UAV-1062,UAV-1003,0.2532329471915739
UAV-1062,UAV-906,0.1666178483525155
UAV-1062,UAV-947,0.0
UAV-1062,UAV-1195,0.0
UAV-1062,UAV-905,0.22358471870635446
UAV-1062,UAV-948,0.0
UAV-1062,UAV-945,0.0
UAV-1062,UAV-861,0.0
UAV-1062,UAV-1017,0.1620001021062361
UAV-1062,UAV-1018,0.11058082985650876
UAV-1062,UAV-1012,0.19660752611849852
UAV-1062,UAV-1031,0.0
UAV-1062,UAV-1015,0.0
UAV-1062,UAV-1016,0.0
UAV-1062,UAV-1013,0.0
UAV-1062,UAV-1014,0.0
UAV-1062,UAV-998,0.20251964578291246
UAV-1062,UAV-931,0.12637362293411372
UAV-1062,UAV-999,0.1750416235419177
UAV-1062,UAV-911,0.2616419405958862
UAV-1062,UAV-895,0.0
UAV-1062,UAV-930,0.0
UAV-639,UAV-1008,0.0
UAV-639,UAV-1009,0.0
UAV-639,UAV-1006,0.0
UAV-639,UAV-860,0.0
UAV-639,UAV-1007,0.0
UAV-639,UAV-1406,0.1691391300945009
UAV-639,UAV-1143,0.2600740103104259
UAV-639,UAV-1022,0.0
UAV-639,UAV-1364,0.0
UAV-639,UAV-1144,0.0
UAV-639,UAV-1142,0.0
UAV-639,UAV-1021,0.0
UAV-639,UAV-1367,0.0
UAV-639,UAV-1027,0.0
UAV-639,UAV-1005,0.0
UAV-639,UAV-1420,0.0
UAV-639,UAV-1365,0.0
UAV-639,UAV-1101,0.0
UAV-639,UAV-1002,0.0
UAV-639,UAV-1366,0.09420391795211518
UAV-639,UAV-1003,0.0
UAV-639,UAV-906,0.0
UAV-639,UAV-947,0.0
UAV-639,UAV-1195,0.0
UAV-639,UAV-905,0.0
UAV-639,UAV-948,0.0
UAV-639,UAV-945,0.0
UAV-639,UAV-861,0.0
UAV-639,UAV-1017,0.0
UAV-639,UAV-1018,0.0
UAV-639,UAV-1012,0.0
UAV-639,UAV-1031,0.0
UAV-639,UAV-1015,0.0
UAV-639,UAV-1016,0.19883177582175698
UAV-639,UAV-1013,0.0
UAV-639,UAV-1014,0.0
UAV-639,UAV-998,0.0
UAV-639,UAV-931,0.0
UAV-639,UAV-999,0.0
UAV-639,UAV-911,0.0
UAV-639,UAV-895,0.0
UAV-639,UAV-930,0.0
UAV-1063,UAV-1008,0.10278107698985585
UAV-1063,UAV-1009,0.13355400155626793
